po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location
PO100127,2024-03-12,SUP1027,Equipment Supplier 9 (IND),MAT2041,Equipment Item 3,Equipment,817,58464.21,47765263.42,48106.79,USD,2024-05-02,2024-05-03,Delivered,Pending,John Obi,Lagos
PO100128,2025-02-19,SUP1023,Equipment Supplier 5 (IND),MAT2049,Equipment Item 11,Equipment,843,397397.09,335005750.48,228781.1,USD,2025-03-24,2025-04-18,Delivered,Paid,John Obi,Kano
PO100129,2025-06-07,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,310,215519.31,66810985.54,,NGN,2025-06-23,2025-06-20,Delivered,Pending,Chidi Eze,Ibadan
PO100130,2025-09-03,SUP1029,Services Supplier 2 (NIG),MAT2061,Services Item 8,Services,269,421024.58,113255610.86,,NGN,2025-09-29,2025-10-12,Delivered,Paid,Chidi Eze,Ibadan
PO100131,2024-11-30,SUP1001,Raw Materials Supplier 2 (UK),MAT2007,Raw Materials Item 8,Raw Materials,828,333719.93,276320105.67,182801.06,USD,2025-01-03,2025-01-22,Delivered,Paid,Sarah Ahmed,Kano
PO100132,2025-07-18,SUP1026,Equipment Supplier 8 (NIG),MAT2050,Equipment Item 12,Equipment,956,295679.52,282669619.88,,NGN,2025-08-26,2025-08-26,Delivered,Overdue,John Obi,Ibadan
PO100133,2025-11-02,SUP1013,Packaging Supplier 6 (NIG),MAT2032,Packaging Item 12,Packaging,568,58421.3,33183296.91,,NGN,2026-01-20,2026-01-20,Delivered,Pending,Sarah Ahmed,Ibadan
PO100134,2025-11-03,SUP1030,Services Supplier 3 (CHI),MAT2062,Services Item 9,Services,180,486808.56,87625541.4,81041.89,USD,2025-12-02,2025-12-02,Delivered,Pending,Chidi Eze,Ibadan
PO100135,2024-12-02,SUP1005,Raw Materials Supplier 6 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,86,374302.1,32189980.31,,NGN,2025-01-05,2025-02-01,Delivered,Paid,John Obi,Lagos
PO100136,2025-11-08,SUP1031,Services Supplier 4 (NIG),MAT2062,Services Item 9,Services,45,389346.23,17520580.15,,NGN,2025-12-07,2025-12-07,Delivered,Pending,Sarah Ahmed,Kano
PO100137,2024-03-29,SUP1010,Packaging Supplier 3 (NIG),MAT2037,Packaging Item 17,Packaging,705,346079.14,243985794.44,,NGN,2024-05-13,2024-06-05,Delivered,Paid,Chidi Eze,Ibadan
PO100138,2025-04-07,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,675,298796.95,201687944.0,,NGN,2025-06-25,2025-06-21,Delivered,Overdue,Chidi Eze,Ibadan
PO100139,2025-09-22,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,278,110905.95,30831854.58,22616.76,USD,2025-10-11,2025-10-11,Delivered,Overdue,John Obi,Lagos
PO100140,2024-07-12,SUP1005,Raw Materials Supplier 6 (NIG),MAT2015,Raw Materials Item 16,Raw Materials,472,64813.26,30591861.04,,NGN,2024-08-11,2024-08-11,Delivered,Pending,Chidi Eze,Ibadan
PO100141,2026-02-20,SUP1004,Raw Materials Supplier 5 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,573,460872.77,264080094.81,,NGN,2026-03-05,,Pending,Pending,Chidi Eze,Kano
PO100142,2026-02-11,SUP1009,Packaging Supplier 2 (CHI),MAT2036,Packaging Item 16,Packaging,822,119076.75,97881086.9,99940.53,USD,2026-04-09,,Pending,Pending,John Obi,Ibadan
PO100143,2024-03-22,SUP1024,Equipment Supplier 6 (IND),MAT2046,Equipment Item 8,Equipment,577,502677.72,290045041.88,247072.96,USD,2024-04-11,2024-04-14,Delivered,Paid,John Obi,Ibadan
PO100144,2025-04-07,SUP1038,Services Supplier 11 (CHI),MAT2054,Services Item 1,Services,548,280017.07,153449355.99,136091.34,USD,2025-06-07,2025-06-10,Delivered,Paid,Sarah Ahmed,Ibadan
PO100145,2026-01-21,SUP1025,Equipment Supplier 7 (GER),MAT2046,Equipment Item 8,Equipment,141,559646.24,78910119.31,55406.23,USD,2026-02-10,2026-02-16,Delivered,Paid,Sarah Ahmed,Kano
PO100146,2024-04-21,SUP1006,Raw Materials Supplier 7 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,540,322627.63,174218920.67,,NGN,2024-05-05,2024-05-05,Delivered,Paid,Sarah Ahmed,Kano
PO100147,2024-12-11,SUP1004,Raw Materials Supplier 5 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,266,23926.93,6364563.63,,NGN,2025-02-25,2025-03-09,Delivered,Pending,Chidi Eze,Kano
PO100148,2024-05-30,SUP1010,Packaging Supplier 3 (NIG),MAT2024,Packaging Item 4,Packaging,616,259793.43,160032749.96,,NGN,2024-08-16,2024-08-16,Delivered,Pending,Chidi Eze,Lagos
PO100149,2024-03-25,SUP1004,Raw Materials Supplier 5 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,56,496816.85,27821743.86,,NGN,2024-06-10,2024-06-21,Delivered,Overdue,Chidi Eze,Kano
PO100150,2024-03-27,SUP1036,Services Supplier 9 (NIG),MAT2065,Services Item 12,Services,920,88090.52,81043275.69,,NGN,2024-04-16,2024-04-16,Delivered,Overdue,John Obi,Kano
PO100151,2025-04-15,SUP1020,Equipment Supplier 2 (CHI),MAT2044,Equipment Item 6,Equipment,474,269060.95,127534888.75,150407.26,USD,2025-07-14,2025-08-08,Delivered,Pending,Chidi Eze,Lagos
PO100152,2025-01-10,SUP1024,Equipment Supplier 6 (IND),MAT2053,Equipment Item 15,Equipment,761,396895.7,302037626.92,280626.8,USD,2025-02-19,2025-03-09,Delivered,Paid,Sarah Ahmed,Lagos
PO100153,2025-06-16,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,283,303211.04,85808723.58,94016.13,USD,2025-06-23,2025-06-23,Delivered,Overdue,John Obi,Lagos
PO100154,2025-01-25,SUP1024,Equipment Supplier 6 (IND),MAT2049,Equipment Item 11,Equipment,204,414673.34,84593360.61,70576.07,USD,2025-02-27,2025-03-25,Delivered,Overdue,John Obi,Lagos
PO100155,2025-04-02,SUP1038,Services Supplier 11 (CHI),MAT2055,Services Item 2,Services,999,53352.86,53299505.74,42078.27,USD,2025-04-28,2025-04-28,Delivered,Overdue,Sarah Ahmed,Kano
PO100156,2024-03-04,SUP1004,Raw Materials Supplier 5 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,451,110124.99,49666372.34,,NGN,2024-05-10,2024-05-10,Delivered,Overdue,Sarah Ahmed,Lagos
PO100157,2025-04-10,SUP1005,Raw Materials Supplier 6 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,593,388851.84,230589140.22,,NGN,2025-06-29,2025-07-12,Delivered,Overdue,Chidi Eze,Ibadan
PO100158,2025-11-24,SUP1005,Raw Materials Supplier 6 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,141,439054.25,61906649.37,,NGN,2025-12-08,2025-12-24,Delivered,Pending,John Obi,Lagos
PO100159,2025-11-02,SUP1038,Services Supplier 11 (CHI),MAT2064,Services Item 11,Services,522,347494.35,181392053.16,218247.2,USD,2025-12-10,2026-01-04,Delivered,Paid,Chidi Eze,Kano
PO100160,2024-07-17,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,963,340362.73,327769310.46,,NGN,2024-10-04,2024-10-04,Delivered,Pending,Chidi Eze,Ibadan
PO100161,2025-07-28,SUP1030,Services Supplier 3 (CHI),MAT2065,Services Item 12,Services,735,86034.35,63235246.24,53593.09,USD,2025-08-17,2025-08-17,Delivered,Paid,Sarah Ahmed,Kano
PO100162,2025-01-05,SUP1006,Raw Materials Supplier 7 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,621,376227.89,233637518.32,,NGN,2025-03-26,2025-04-04,Delivered,Overdue,John Obi,Kano
PO100163,2025-11-30,SUP1039,Services Supplier 12 (IND),MAT2067,Services Item 14,Services,161,118086.43,19011914.55,19131.35,USD,2026-02-03,2026-02-05,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100164,2024-07-29,SUP1032,Services Supplier 5 (NIG),MAT2065,Services Item 12,Services,717,74542.53,53446995.1,,NGN,2024-08-18,2024-09-12,Delivered,Paid,Chidi Eze,Lagos
PO100165,2025-08-09,SUP1012,Packaging Supplier 5 (USA),MAT2036,Packaging Item 16,Packaging,584,117331.53,68521613.27,51528.48,USD,2025-10-05,2025-10-20,Delivered,Overdue,Chidi Eze,Ibadan
PO100166,2025-09-06,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,702,509517.34,357681170.62,259803.06,USD,2025-10-30,2025-11-10,Delivered,Paid,John Obi,Ibadan
PO100167,2025-09-18,SUP1021,Equipment Supplier 3 (NIG),MAT2045,Equipment Item 7,Equipment,240,409802.27,98352544.91,,NGN,2025-12-04,2025-12-17,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100168,2025-02-16,SUP1021,Equipment Supplier 3 (NIG),MAT2047,Equipment Item 9,Equipment,304,119174.86,36229157.03,,NGN,2025-03-08,2025-03-27,Delivered,Overdue,Sarah Ahmed,Lagos
PO100169,2024-12-18,SUP1004,Raw Materials Supplier 5 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,304,75087.7,22826660.37,,NGN,2025-01-22,2025-01-22,Delivered,Pending,Chidi Eze,Ibadan
PO100170,2024-10-01,SUP1012,Packaging Supplier 5 (USA),MAT2027,Packaging Item 7,Packaging,857,398592.49,341593766.33,220893.39,USD,2024-10-15,2024-10-18,Delivered,Paid,John Obi,Lagos
PO100171,2026-01-10,SUP1018,Packaging Supplier 11 (IND),MAT2026,Packaging Item 6,Packaging,663,456826.43,302875922.44,344115.26,USD,2026-04-01,,Pending,Pending,John Obi,Kano
PO100172,2024-07-14,SUP1001,Raw Materials Supplier 2 (UK),MAT2006,Raw Materials Item 7,Raw Materials,997,38410.84,38295606.87,24814.43,USD,2024-08-20,2024-09-14,Delivered,Paid,Sarah Ahmed,Ibadan
PO100173,2024-12-13,SUP1005,Raw Materials Supplier 6 (NIG),MAT2003,Raw Materials Item 4,Raw Materials,939,340794.96,320006471.93,,NGN,2024-12-20,2024-12-29,Delivered,Paid,John Obi,Ibadan
PO100174,2024-08-23,SUP1004,Raw Materials Supplier 5 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,866,179033.0,155042573.83,,NGN,2024-10-21,2024-11-03,Delivered,Paid,Sarah Ahmed,Kano
PO100175,2025-11-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,960,440174.67,422567682.62,411198.33,USD,2025-11-17,2025-12-16,Delivered,Paid,Chidi Eze,Ibadan
PO100176,2024-11-30,SUP1010,Packaging Supplier 3 (NIG),MAT2030,Packaging Item 10,Packaging,838,381067.31,319334401.71,,NGN,2024-12-15,2024-12-15,Delivered,Pending,Chidi Eze,Lagos
PO100177,2024-03-10,SUP1025,Equipment Supplier 7 (GER),MAT2053,Equipment Item 15,Equipment,819,308541.6,252695572.51,188646.23,USD,2024-04-19,2024-04-19,Delivered,Overdue,Sarah Ahmed,Kano
PO100178,2025-01-25,SUP1004,Raw Materials Supplier 5 (NIG),MAT2010,Raw Materials Item 11,Raw Materials,420,106863.24,44882561.4,,NGN,2025-02-13,2025-02-13,Delivered,Pending,John Obi,Lagos
PO100179,2024-11-18,SUP1029,Services Supplier 2 (NIG),MAT2056,Services Item 3,Services,251,429356.6,107768507.82,,NGN,2025-02-07,2025-02-07,Delivered,Paid,Sarah Ahmed,Kano
PO100180,2025-02-27,SUP1008,Packaging Supplier 1 (CHI),MAT2038,Packaging Item 18,Packaging,73,176985.01,12919905.83,11020.84,USD,2025-03-15,2025-03-15,Delivered,Pending,Chidi Eze,Lagos
PO100181,2025-12-10,SUP1019,Equipment Supplier 1 (NIG),MAT2040,Equipment Item 2,Equipment,386,40649.17,15690579.88,,NGN,2026-01-13,2026-01-13,Delivered,Paid,Sarah Ahmed,Kano
PO100182,2025-11-06,SUP1021,Equipment Supplier 3 (NIG),MAT2047,Equipment Item 9,Equipment,435,149941.76,65224666.3,,NGN,2025-11-26,2025-12-25,Delivered,Paid,John Obi,Kano
PO100183,2025-10-27,SUP1004,Raw Materials Supplier 5 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,548,26508.42,14526611.82,,NGN,2026-01-11,2026-01-10,Delivered,Paid,John Obi,Kano
PO100184,2025-07-26,SUP1015,Packaging Supplier 8 (NIG),MAT2026,Packaging Item 6,Packaging,596,515691.68,307352243.47,,NGN,2025-10-15,2025-10-15,Delivered,Overdue,John Obi,Kano
PO100185,2024-09-22,SUP1038,Services Supplier 11 (CHI),MAT2055,Services Item 2,Services,103,68195.96,7024184.11,6074.25,USD,2024-10-18,2024-10-18,Delivered,Overdue,Sarah Ahmed,Kano
PO100186,2024-04-24,SUP1030,Services Supplier 3 (CHI),MAT2060,Services Item 7,Services,698,207770.16,145023570.29,105194.43,USD,2024-07-11,2024-07-06,Delivered,Paid,John Obi,Ibadan
PO100187,2025-02-11,SUP1006,Raw Materials Supplier 7 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,564,221422.38,124882224.62,,NGN,2025-04-11,2025-04-10,Delivered,Overdue,John Obi,Ibadan
PO100188,2025-04-18,SUP1012,Packaging Supplier 5 (USA),MAT2021,Packaging Item 1,Packaging,797,408025.68,325196469.92,247632.89,USD,2025-05-16,2025-06-06,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100189,2025-03-15,SUP1004,Raw Materials Supplier 5 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,709,42218.05,29932598.24,,NGN,2025-03-26,2025-03-29,Delivered,Pending,John Obi,Lagos
PO100190,2025-08-28,SUP1038,Services Supplier 11 (CHI),MAT2062,Services Item 9,Services,551,389539.42,214636220.19,135590.02,USD,2025-09-26,2025-09-22,Delivered,Overdue,Chidi Eze,Kano
PO100191,2025-09-04,SUP1039,Services Supplier 12 (IND),MAT2070,Services Item 17,Services,554,164748.17,91270488.88,92779.9,USD,2025-09-19,2025-09-23,Delivered,Paid,John Obi,Kano
PO100192,2025-04-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,256,89149.65,22822311.02,25913.32,USD,2025-05-18,2025-05-18,Delivered,Paid,John Obi,Kano
PO100193,2024-04-10,SUP1031,Services Supplier 4 (NIG),MAT2060,Services Item 7,Services,459,167194.56,76742302.62,,NGN,2024-06-27,2024-06-27,Delivered,Paid,John Obi,Kano
PO100194,2024-12-17,SUP1013,Packaging Supplier 6 (NIG),MAT2022,Packaging Item 2,Packaging,845,1918.04,1620742.78,,NGN,2025-02-11,2025-02-26,Delivered,Paid,Chidi Eze,Kano
PO100195,2024-10-08,SUP1029,Services Supplier 2 (NIG),MAT2056,Services Item 3,Services,317,400710.7,127025291.57,,NGN,2024-12-28,2025-01-03,Delivered,Overdue,Chidi Eze,Ibadan
PO100196,2024-04-13,SUP1023,Equipment Supplier 5 (IND),MAT2046,Equipment Item 8,Equipment,974,515916.82,502502987.43,454785.24,USD,2024-05-03,2024-05-24,Delivered,Pending,Sarah Ahmed,Lagos
PO100197,2025-08-28,SUP1030,Services Supplier 3 (CHI),MAT2055,Services Item 2,Services,256,67078.53,17172102.77,16502.29,USD,2025-09-23,2025-10-17,Delivered,Overdue,Sarah Ahmed,Kano
PO100198,2025-08-20,SUP1008,Packaging Supplier 1 (CHI),MAT2022,Packaging Item 2,Packaging,407,1493.28,607763.24,631.33,USD,2025-10-15,2025-11-07,Delivered,Paid,Chidi Eze,Kano
PO100199,2024-09-07,SUP1004,Raw Materials Supplier 5 (NIG),MAT2003,Raw Materials Item 4,Raw Materials,284,294681.16,83689450.33,,NGN,2024-09-14,2024-09-11,Delivered,Paid,Chidi Eze,Kano
PO100200,2026-01-12,SUP1009,Packaging Supplier 2 (CHI),MAT2025,Packaging Item 5,Packaging,500,72650.24,36325121.22,23809.97,USD,2026-02-25,2026-02-20,Delivered,Paid,Chidi Eze,Lagos
PO100201,2025-06-29,SUP1018,Packaging Supplier 11 (IND),MAT2022,Packaging Item 2,Packaging,722,1721.28,1242764.67,1289.7,USD,2025-08-24,2025-09-23,Delivered,Pending,Sarah Ahmed,Ibadan
PO100202,2025-08-24,SUP1026,Equipment Supplier 8 (NIG),MAT2049,Equipment Item 11,Equipment,325,342659.93,111364477.71,,NGN,2025-09-26,2025-10-22,Delivered,Overdue,Sarah Ahmed,Lagos
PO100203,2025-03-10,SUP1027,Equipment Supplier 9 (IND),MAT2041,Equipment Item 3,Equipment,433,57881.75,25062795.75,16806.37,USD,2025-04-30,2025-04-26,Delivered,Overdue,Sarah Ahmed,Lagos
PO100204,2024-09-12,SUP1024,Equipment Supplier 6 (IND),MAT2046,Equipment Item 8,Equipment,245,466814.1,114369455.46,77977.92,USD,2024-10-02,2024-10-18,Delivered,Overdue,Chidi Eze,Kano
PO100205,2025-07-11,SUP1038,Services Supplier 11 (CHI),MAT2060,Services Item 7,Services,182,202516.01,36857913.22,34072.77,USD,2025-09-27,2025-09-27,Delivered,Paid,Chidi Eze,Kano
PO100206,2024-04-25,SUP1004,Raw Materials Supplier 5 (NIG),MAT2000,Raw Materials Item 1,Raw Materials,869,260714.13,226560580.37,,NGN,2024-07-07,2024-07-05,Delivered,Overdue,John Obi,Kano
PO100207,2024-10-18,SUP1006,Raw Materials Supplier 7 (NIG),MAT2006,Raw Materials Item 7,Raw Materials,734,32677.64,23985388.09,,NGN,2024-11-24,2024-11-24,Delivered,Paid,Chidi Eze,Kano
PO100208,2026-01-07,SUP1037,Services Supplier 10 (NIG),MAT2060,Services Item 7,Services,685,185159.91,126834534.94,,NGN,2026-03-26,,Pending,Pending,Chidi Eze,Ibadan
PO100209,2024-03-08,SUP1004,Raw Materials Supplier 5 (NIG),MAT2006,Raw Materials Item 7,Raw Materials,552,40878.0,22564656.03,,NGN,2024-04-14,2024-04-27,Partial,Overdue,John Obi,Lagos
PO100210,2024-06-02,SUP1009,Packaging Supplier 2 (CHI),MAT2023,Packaging Item 3,Packaging,256,429369.94,109918704.08,90011.36,USD,2024-08-06,2024-08-18,Delivered,Paid,Sarah Ahmed,Ibadan
PO100211,2025-06-09,SUP1008,Packaging Supplier 1 (CHI),MAT2032,Packaging Item 12,Packaging,723,56781.06,41052709.21,30471.86,USD,2025-08-27,2025-08-24,Delivered,Overdue,Sarah Ahmed,Kano
PO100212,2025-06-26,SUP1001,Raw Materials Supplier 2 (UK),MAT2020,Raw Materials Item 21,Raw Materials,662,173747.51,115020848.64,122740.38,USD,2025-09-02,2025-09-24,Delivered,Pending,Chidi Eze,Lagos
PO100213,2025-08-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2000,Raw Materials Item 1,Raw Materials,245,204979.47,50219969.26,33603.34,USD,2025-10-30,2025-11-24,Delivered,Paid,Chidi Eze,Ibadan
PO100214,2025-09-03,SUP1004,Raw Materials Supplier 5 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,193,408782.54,78895030.17,,NGN,2025-10-07,2025-10-15,Delivered,Overdue,John Obi,Ibadan
PO100215,2024-08-09,SUP1015,Packaging Supplier 8 (NIG),MAT2023,Packaging Item 3,Packaging,590,548477.45,323601693.08,,NGN,2024-10-13,2024-11-11,Delivered,Paid,Chidi Eze,Kano
PO100216,2024-05-15,SUP1025,Equipment Supplier 7 (GER),MAT2046,Equipment Item 8,Equipment,64,414230.52,26510753.07,26894.94,USD,2024-06-04,2024-06-04,Delivered,Overdue,Sarah Ahmed,Lagos
PO100217,2025-12-05,SUP1023,Equipment Supplier 5 (IND),MAT2053,Equipment Item 15,Equipment,812,397477.4,322751646.53,270655.19,USD,2026-01-14,2026-02-02,Delivered,Overdue,John Obi,Kano
PO100218,2024-12-23,SUP1013,Packaging Supplier 6 (NIG),MAT2024,Packaging Item 4,Packaging,740,186250.66,137825489.94,,NGN,2025-03-11,2025-03-11,Delivered,Paid,Chidi Eze,Ibadan
PO100219,2025-01-14,SUP1023,Equipment Supplier 5 (IND),MAT2052,Equipment Item 14,Equipment,119,19967.6,2376144.89,1528.69,USD,2025-03-04,2025-03-16,Delivered,Paid,John Obi,Ibadan
PO100220,2025-05-29,SUP1032,Services Supplier 5 (NIG),MAT2061,Services Item 8,Services,115,419006.95,48185799.45,,NGN,2025-06-24,2025-06-24,Delivered,Pending,Sarah Ahmed,Lagos
PO100221,2024-12-19,SUP1032,Services Supplier 5 (NIG),MAT2057,Services Item 4,Services,407,249965.85,101736102.7,,NGN,2024-12-31,2025-01-30,Delivered,Paid,Chidi Eze,Kano
PO100222,2024-08-16,SUP1039,Services Supplier 12 (IND),MAT2056,Services Item 3,Services,183,377952.82,69165365.27,66447.34,USD,2024-11-05,2024-11-04,Delivered,Pending,Sarah Ahmed,Ibadan
PO100223,2025-07-04,SUP1004,Raw Materials Supplier 5 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,379,336603.95,127572897.28,,NGN,2025-07-18,2025-07-18,Delivered,Paid,Sarah Ahmed,Lagos
PO100224,2024-07-12,SUP1021,Equipment Supplier 3 (NIG),MAT2040,Equipment Item 2,Equipment,16,45607.83,729725.3,,NGN,2024-08-15,2024-09-03,Delivered,Pending,Sarah Ahmed,Ibadan
PO100225,2025-05-10,SUP1010,Packaging Supplier 3 (NIG),MAT2031,Packaging Item 11,Packaging,317,330427.63,104745557.67,,NGN,2025-06-16,2025-06-23,Delivered,Paid,Sarah Ahmed,Ibadan
PO100226,2024-12-19,SUP1029,Services Supplier 2 (NIG),MAT2058,Services Item 5,Services,1000,197319.14,197319142.4,,NGN,2024-12-31,2024-12-31,Delivered,Overdue,Sarah Ahmed,Lagos
PO100227,2025-09-24,SUP1018,Packaging Supplier 11 (IND),MAT2023,Packaging Item 3,Packaging,616,578612.87,356425525.24,377592.7,USD,2025-11-28,2025-11-24,Delivered,Overdue,Chidi Eze,Lagos
PO100228,2025-05-18,SUP1025,Equipment Supplier 7 (GER),MAT2047,Equipment Item 9,Equipment,861,149458.81,128684031.99,88432.15,USD,2025-06-07,2025-06-28,Delivered,Paid,Chidi Eze,Ibadan
PO100229,2024-10-29,SUP1023,Equipment Supplier 5 (IND),MAT2040,Equipment Item 2,Equipment,684,33816.77,23130670.34,20316.75,USD,2024-12-02,2024-12-25,Delivered,Overdue,Chidi Eze,Ibadan
PO100230,2025-08-25,SUP1039,Services Supplier 12 (IND),MAT2063,Services Item 10,Services,566,11138.1,6304163.04,4003.3,USD,2025-10-13,2025-11-11,Delivered,Paid,John Obi,Lagos
PO100231,2025-12-29,SUP1023,Equipment Supplier 5 (IND),MAT2043,Equipment Item 5,Equipment,180,87921.78,15825920.6,18943.28,USD,2026-03-15,,Pending,Pending,Sarah Ahmed,Ibadan
PO100232,2024-06-12,SUP1004,Raw Materials Supplier 5 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,110,319091.41,35100055.5,,NGN,2024-07-16,2024-08-13,Delivered,Paid,Sarah Ahmed,Ibadan
PO100233,2025-03-31,SUP1036,Services Supplier 9 (NIG),MAT2065,Services Item 12,Services,800,89767.45,71813959.37,,NGN,2025-04-20,2025-04-24,Delivered,Paid,Sarah Ahmed,Lagos
PO100234,2024-12-23,SUP1039,Services Supplier 12 (IND),MAT2066,Services Item 13,Services,952,538507.22,512658875.47,574179.02,USD,2025-02-28,2025-03-04,Delivered,Pending,Sarah Ahmed,Lagos
PO100235,2025-08-11,SUP1038,Services Supplier 11 (CHI),MAT2057,Services Item 4,Services,366,223885.66,81942151.22,71221.05,USD,2025-08-23,2025-09-07,Delivered,Paid,Chidi Eze,Lagos
PO100236,2024-03-19,SUP1025,Equipment Supplier 7 (GER),MAT2048,Equipment Item 10,Equipment,673,122030.1,82126258.76,57030.54,USD,2024-06-11,2024-06-21,Delivered,Paid,Sarah Ahmed,Kano
PO100237,2025-05-06,SUP1036,Services Supplier 9 (NIG),MAT2068,Services Item 15,Services,247,178805.83,44165039.6,,NGN,2025-06-11,2025-06-17,Delivered,Overdue,Sarah Ahmed,Lagos
PO100238,2025-11-14,SUP1010,Packaging Supplier 3 (NIG),MAT2029,Packaging Item 9,Packaging,470,31423.2,14768906.17,,NGN,2026-01-25,2026-02-02,Delivered,Paid,Chidi Eze,Lagos
PO100239,2025-08-27,SUP1012,Packaging Supplier 5 (USA),MAT2032,Packaging Item 12,Packaging,384,59199.48,22732600.98,19495.55,USD,2025-11-14,2025-11-14,Delivered,Pending,Chidi Eze,Ibadan
PO100240,2025-11-11,SUP1032,Services Supplier 5 (NIG),MAT2068,Services Item 15,Services,611,136989.81,83700770.91,,NGN,2025-12-17,2026-01-10,Delivered,Pending,Chidi Eze,Kano
PO100241,2024-05-21,SUP1017,Packaging Supplier 10 (IND),MAT2030,Packaging Item 10,Packaging,330,381955.39,126045279.36,120697.88,USD,2024-06-05,2024-06-05,Delivered,Overdue,Sarah Ahmed,Kano
PO100242,2024-07-15,SUP1038,Services Supplier 11 (CHI),MAT2062,Services Item 9,Services,443,399640.74,177040847.44,135310.81,USD,2024-08-13,2024-08-19,Delivered,Overdue,Sarah Ahmed,Lagos
PO100243,2024-09-03,SUP1019,Equipment Supplier 1 (NIG),MAT2049,Equipment Item 11,Equipment,872,369859.43,322517420.34,,NGN,2024-10-06,2024-10-06,Delivered,Paid,Sarah Ahmed,Lagos
PO100244,2024-09-11,SUP1032,Services Supplier 5 (NIG),MAT2056,Services Item 3,Services,996,448530.48,446736354.74,,NGN,2024-12-01,2024-12-22,Delivered,Overdue,Chidi Eze,Ibadan
PO100245,2025-07-09,SUP1012,Packaging Supplier 5 (USA),MAT2035,Packaging Item 15,Packaging,94,502981.47,47280258.14,32908.82,USD,2025-08-11,2025-08-11,Partial,Paid,Chidi Eze,Ibadan
PO100246,2024-08-15,SUP1039,Services Supplier 12 (IND),MAT2058,Services Item 5,Services,589,209493.35,123391581.76,87342.3,USD,2024-08-27,2024-08-29,Delivered,Pending,Chidi Eze,Ibadan
